Epoch	EpLen	AvgRet	StdRet	MaxRet	MinRet	AvgVVals	StdVVals	MaxVVals	MinVVals	TotalEnvInteracts	LossPi	LossV	DeltaLossPi	DeltaLossV	Entropy	KL	ClipFrac	StopIter	Time
112	2000.0	4.106924	0.7515973	6.3892183	1.6809993	4.073997	0.075433664	4.4061418	3.9760463	226000	6.5565114e-10	0.45257816	-1.8888086e-05	-0.00016203523	0.020051815	7.824354e-05	0.00066210935	624.0	1240.14799118042
113	2000.0	4.0840435	0.73232025	6.424298	2.1069121	4.073265	0.06955615	4.3684144	3.9913685	228000	-9.536744e-10	0.42590728	0.00010513383	-0.00013956428	0.019648572	0.00031029477	0.0046259766	624.0	1251.2227375507355
114	2000.0	4.158881	0.77958405	6.634104	1.8518165	4.068835	0.06742032	4.4021506	3.9919963	230000	3.5762787e-10	0.44730562	-1.8117667e-05	-0.001313746	0.019449916	9.68712e-05	0.00091308594	624.0	1262.3141276836395
115	2000.0	4.1141524	0.76944256	6.9729853	2.1278696	4.110645	0.08790291	4.483158	3.9960227	232000	1.3709069e-09	0.44251993	-8.3856585e-06	-0.00038054585	0.019309755	0.00024169598	0.004075195	624.0	1273.4599447250366
116	2000.0	4.1432586	0.7707742	6.9487953	1.907806	4.0851645	0.058800615	4.345876	4.0043745	234000	-5.960465e-10	0.4403347	0.00023128958	-0.00049576163	0.018559195	0.00039892973	0.006397461	624.0	1284.573659658432
117	2000.0	4.0952106	0.7924929	6.603733	2.1004195	4.1487484	0.067905016	4.421081	4.052899	236000	-8.195639e-11	0.44685882	7.9027675e-05	-0.0013379157	0.018282292	0.00031704328	0.0042617186	624.0	1295.6527390480042
118	2000.0	4.0875463	0.79859096	6.521837	2.0079236	4.097875	0.079413325	4.4635754	3.993372	238000	-5.811453e-10	0.46707177	9.493381e-06	0.0012291968	0.01781059	5.4624197e-05	0.00079589844	624.0	1306.7574045658112
119	2000.0	4.1110463	0.7791449	6.9834347	1.8689426	4.1528745	0.068537034	4.45759	4.0644116	240000	-7.1525574e-10	0.46237573	0.00011320755	-0.00055357814	0.017326726	0.00021792864	0.0021445313	624.0	1317.8393647670746
120	2000.0	4.1008883	0.7688366	6.385208	1.7227217	4.1430664	0.076871336	4.44923	4.035884	242000	-1.4901162e-10	0.43527722	0.00017578957	-0.000119268894	0.017552415	0.00027974826	0.0029345704	624.0	1328.9226863384247
121	2000.0	4.1391225	0.8009519	6.6031117	1.8917148	4.1066217	0.0684487	4.420113	4.0268755	244000	-7.4505807e-10	0.4533225	1.6298444e-06	-0.00061163306	0.017319823	0.00015361328	0.0016708984	624.0	1339.9599418640137
122	2000.0	4.1478195	0.7855186	6.582041	2.0940797	4.1181755	0.073001705	4.458476	4.027863	246000	7.1525574e-10	0.45341688	1.1327223e-05	-0.0011649728	0.017110858	0.0001295834	0.0013496093	624.0	1350.969253063202
123	2000.0	4.1348877	0.75845623	6.4008746	1.8298169	4.1500063	0.06451749	4.448519	4.080088	248000	7.3015693e-10	0.43382078	0.00024856595	0.00011831522	0.017098095	0.00037095617	0.004003906	624.0	1362.0016376972198
124	2000.0	4.1886	0.74587005	6.4086895	2.0925453	4.1265864	0.06626327	4.407562	4.041091	250000	1.7881394e-10	0.4266605	4.026841e-05	-0.0012877584	0.016896414	0.00027409047	0.004671875	624.0	1373.0165576934814
125	2000.0	4.159766	0.7646674	6.321189	1.6031077	4.1596127	0.058465995	4.4104996	4.0793366	252000	1.6391278e-09	0.44846845	3.854358e-05	0.00010243058	0.016980158	0.0001887656	0.0022080077	624.0	1384.0378122329712
126	2000.0	4.140714	0.76717114	6.3948374	2.077687	4.137322	0.06347809	4.4048758	4.0557947	254000	-1.4901161e-09	0.44420663	8.031383e-06	-1.7285347e-06	0.016432915	0.00016053877	0.0021582032	624.0	1395.0744893550873
127	2000.0	4.13735	0.7346105	6.0779185	1.8874578	4.1527247	0.054943405	4.420556	4.075579	256000	4.917383e-10	0.4122804	-1.6563803e-05	0.00067421794	0.016356235	4.6823872e-05	0.0006347656	624.0	1406.0933175086975
128	2000.0	4.0602617	0.738065	6.5227485	2.0543673	4.1751695	0.0675119	4.4417524	4.0892506	258000	4.768372e-10	0.42755032	2.3584545e-05	-0.0060739815	0.016624024	0.00015615	0.0023154297	624.0	1417.0738623142242
129	2000.0	4.0768833	0.7630472	6.5237093	1.7477783	4.089453	0.061879944	4.368409	4.0111794	260000	1.1324883e-09	0.42425457	9.829039e-05	-0.00013744831	0.016841784	0.000143753	0.0017285156	624.0	1428.0601584911346
130	2000.0	4.136486	0.77488494	6.274808	1.2709864	4.090734	0.06818733	4.3647394	4.000488	262000	-8.940697e-11	0.44196326	0.0001786815	-0.0010915399	0.01679202	0.00031935266	0.0032597657	624.0	1439.0346376895905
131	2000.0	4.1220217	0.77423626	6.261147	1.9777844	4.134194	0.059546635	4.40233	4.061741	264000	5.960465e-11	0.41796014	7.352287e-05	9.456277e-05	0.016793985	0.00024650554	0.0036503905	624.0	1449.9767055511475
132	2000.0	4.1174703	0.8041678	6.634896	1.9324505	4.1219926	0.07143596	4.4430466	4.0335684	266000	-6.5565114e-10	0.45728862	0.00022379265	-2.3007393e-05	0.016809331	0.00024382943	0.0026914063	624.0	1460.9707350730896
133	2000.0	4.1726255	0.75191414	6.1188965	2.0094957	4.1162806	0.07303135	4.4365263	4.028898	268000	-4.1723253e-10	0.4344662	0.00013187606	-0.0008484125	0.016685005	0.00018099854	0.0021982421	624.0	1471.9529175758362
134	2000.0	4.119233	0.7896809	6.3656225	1.7717096	4.1381764	0.066161826	4.392764	4.0324206	270000	-1.192093e-10	0.44550604	0.00034599114	-8.556247e-05	0.016799223	0.0006563675	0.008380859	624.0	1482.9357714653015
135	2000.0	4.120016	0.7424178	6.552088	1.3746041	4.1213937	0.06626309	4.3843455	4.0364294	272000	-6.8545347e-10	0.42524484	6.8805755e-05	-8.046627e-07	0.017158262	0.00022174533	0.0040263673	624.0	1493.9474322795868
136	2000.0	4.1220875	0.74117005	6.1868324	1.8541108	4.1157203	0.06284434	4.385918	4.04014	274000	-2.0861626e-10	0.4243239	-7.4574353e-07	0.00067451596	0.01689794	7.7075696e-05	0.0008925781	624.0	1504.9623239040375
137	2000.0	4.1722336	0.75509757	6.6601534	2.1505947	4.0918307	0.059809964	4.383889	4.013383	276000	8.046627e-10	0.43133456	0.00016551248	-0.0024071336	0.016665708	0.00027179724	0.00412793	624.0	1515.9646139144897
138	2000.0	4.116247	0.7807117	6.6363463	1.9490606	4.130672	0.061157044	4.41806	4.0478745	278000	5.6624416e-10	0.45854977	9.42193e-05	-5.5760145e-05	0.016733944	0.00029974277	0.005109375	624.0	1527.0245745182037
139	2000.0	4.1640472	0.76783866	6.4129224	2.0897784	4.116996	0.071739316	4.4382873	4.0306516	280000	1.192093e-10	0.44389135	0.0003379468	-0.0016959608	0.016758494	0.00035410977	0.0027861327	624.0	1538.048332452774
140	2000.0	4.1878486	0.76478463	6.5046315	1.8363787	4.1541033	0.055720355	4.4055786	4.090926	282000	-7.1525574e-10	0.44743904	2.5432855e-05	0.00067049265	0.01680245	0.00014075838	0.001609375	624.0	1549.1059050559998
141	2000.0	4.0653987	0.7489969	6.3080626	1.8681998	4.1397204	0.055366248	4.4027934	4.06662	284000	5.960465e-10	0.42459244	6.9113135e-05	-0.002028674	0.016850632	0.00025319713	0.00365625	624.0	1560.1065094470978
142	2000.0	4.146719	0.816077	6.5084248	1.3381481	4.104751	0.068285145	4.393402	4.0166755	286000	-1.5497208e-09	0.47419423	2.8861465e-05	-0.0008597374	0.016435757	6.9914604e-05	0.0007607422	624.0	1571.0973336696625
143	2000.0	4.1655407	0.7632818	6.4909773	2.1412296	4.1408763	0.078676805	4.4581065	4.042717	288000	3.5762787e-10	0.44890663	3.0004636e-05	-9.480119e-05	0.016685171	0.00017824721	0.002475586	624.0	1582.114872932434
144	2000.0	4.176616	0.757065	6.762815	1.4965982	4.1738863	0.059027594	4.4489894	4.1065774	290000	4.1723253e-10	0.44342253	0.00016470146	0.00011831522	0.01667893	0.0003915747	0.0060302736	624.0	1593.1907947063446
145	2000.0	4.182157	0.7679667	7.235926	1.7459718	4.1673336	0.06016571	4.4284	4.0932603	292000	-1.7881394e-10	0.43595842	0.0001920169	0.0004400015	0.016595315	0.00039409075	0.0060273437	624.0	1604.137314081192
146	2000.0	4.2104583	0.7986593	6.2741156	1.5555872	4.15392	0.06630922	4.445282	4.070426	294000	-4.842878e-10	0.45723853	0.00011163083	-0.0016809106	0.016717756	0.0002859723	0.004857422	624.0	1615.0665447711945
147	2000.0	4.1016874	0.763507	6.7355356	1.8414339	4.1865916	0.06612816	4.486342	4.114179	296000	-5.066395e-10	0.42410016	0.00011253231	-0.0014387369	0.017180035	0.00027474095	0.004161133	624.0	1625.993800163269
148	2000.0	4.1174164	0.77024114	6.767056	1.707318	4.158418	0.06906389	4.4537325	4.075916	298000	7.1525574e-10	0.43576667	0.0002164789	-4.0501356e-05	0.017371189	0.00031625852	0.003841797	624.0	1636.9482672214508
149	2000.0	4.0896626	0.7638368	5.9910364	1.6015228	4.1582584	0.06701534	4.4571037	4.081204	300000	-6.258488e-10	0.43094566	-1.1673779e-05	-0.001960069	0.017207852	3.9277587e-05	0.0004970703	624.0	1647.9254643917084
150	2000.0	4.175849	0.7365486	6.5025873	2.0937073	4.120654	0.065056324	4.4051313	4.0514545	302000	4.6193602e-10	0.4166001	-1.586254e-05	-0.0007006228	0.017108245	6.856117e-05	0.00022070312	624.0	1658.9292783737183
151	2000.0	4.1438975	0.7344652	6.6754627	1.6710043	4.137334	0.061313167	4.3972344	4.051681	304000	-1.7881394e-10	0.40476036	7.1489754e-05	-3.1143427e-05	0.017025182	0.00027947055	0.0032636719	624.0	1669.8605699539185
152	2000.0	4.1489067	0.8008096	6.512967	1.5850954	4.131333	0.06348051	4.3918138	4.0575876	306000	-1.6018749e-09	0.44201168	1.7656492e-05	-0.00020816922	0.016865784	0.0001203349	0.0012626953	624.0	1680.8356952667236
153	2000.0	4.1423078	0.7563958	6.4809685	2.249349	4.146046	0.06553439	4.4438133	4.0651226	308000	-2.384186e-10	0.4379596	-2.5890351e-05	0.0004053712	0.017187884	9.923425e-05	0.00061230466	624.0	1691.7900865077972
154	2000.0	4.1061897	0.7254164	6.5482044	2.1790507	4.186428	0.06822596	4.4708557	4.1014967	310000	-1.192093e-10	0.42317557	-3.0699997e-05	-0.0030862987	0.016801206	3.7660226e-05	0.00044824218	624.0	1702.7261967658997
155	2000.0	4.09906	0.7431876	6.5524573	1.9848176	4.135621	0.065868534	4.458263	4.064133	312000	5.066395e-10	0.43545207	2.2463262e-05	6.467104e-05	0.016548915	8.855056e-05	0.0008808594	624.0	1713.6933732032776
156	2000.0	4.1403904	0.7377272	6.1777663	2.0173855	4.091841	0.06075324	4.384766	4.012766	314000	2.9802324e-10	0.4182872	-1.3941088e-05	-0.0004336238	0.016597973	7.331827e-05	0.0009921875	624.0	1724.6070597171783
157	2000.0	4.114708	0.74361557	6.5167856	2.094616	4.097775	0.06381763	4.408872	4.0097857	316000	1.6391279e-10	0.42486894	-8.514896e-06	-0.0003105104	0.016489511	5.2802166e-05	0.00054785155	624.0	1735.594411611557
158	2000.0	4.1089935	0.803511	6.9974833	1.5298766	4.1218085	0.057576876	4.3778887	4.052357	318000	7.748604e-10	0.46691048	1.6112775e-05	-0.00016465783	0.016190786	0.00016785205	0.003251953	624.0	1746.5611503124237
159	2000.0	4.1291904	0.74333555	6.427998	2.3877232	4.1202374	0.06616675	4.441628	4.0469875	320000	-7.3760753e-10	0.42203647	0.00020901562	-0.00023037195	0.01591376	0.00036880805	0.0035859374	624.0	1757.5404093265533
160	2000.0	4.1616726	0.7068831	6.2569947	1.8563987	4.129691	0.06653526	4.39376	4.0247674	322000	6.705523e-10	0.40536955	3.540148e-05	0.00013038516	0.015822724	9.6853466e-05	0.0011103515	624.0	1768.5772020816803
161	2000.0	4.0981507	0.7357065	6.374113	1.666625	4.158244	0.05612906	4.413868	4.075757	324000	-1.3113023e-09	0.41810447	5.3637028e-05	-0.0005234778	0.015754152	0.00010533936	0.0013554688	624.0	1779.6072525978088
162	2000.0	4.1590796	0.7639586	6.3742313	1.8112285	4.1165557	0.06380838	4.427782	4.041635	326000	1.6391279e-10	0.45432913	-1.0031686e-05	-0.00065261126	0.016101224	8.595303e-05	0.00092285156	624.0	1790.631328344345
163	2000.0	4.1470222	0.7740326	6.8210926	1.4600824	4.134936	0.06211371	4.367505	4.048509	328000	8.940697e-10	0.4458699	5.4970445e-05	-2.503395e-05	0.0161345	0.00020215154	0.0026503906	624.0	1801.6863100528717
164	2000.0	4.1852684	0.7509533	6.2845874	2.2083645	4.144655	0.06937808	4.434925	4.0540886	330000	-3.4272674e-10	0.43856648	7.9698075e-05	-0.00037053227	0.015988808	0.00015506451	0.0019208984	624.0	1812.754590511322
165	2000.0	4.0810804	0.76383615	6.126481	1.8088311	4.1776776	0.0639573	4.4481773	4.1000986	332000	0.0	0.4277248	7.747412e-06	-0.0034773648	0.016036587	4.613462e-05	0.0005488281	624.0	1823.8340556621552
166	2000.0	4.198538	0.74014276	6.395726	1.8501935	4.1224113	0.06583471	4.4036345	4.0370064	334000	-8.3446505e-10	0.43037742	8.3109386e-05	0.0008710027	0.015617526	0.00022952873	0.0034833984	624.0	1834.8702948093414
167	2000.0	4.108281	0.7271196	6.3702316	1.9957422	4.1856546	0.05476864	4.4434023	4.116727	336000	3.5762787e-10	0.42342284	8.723963e-05	-0.001344353	0.015612361	0.00023629241	0.0038779296	624.0	1845.898383140564
168	2000.0	4.1220236	0.7295081	6.216552	1.7666562	4.15009	0.05665268	4.4192586	4.0780153	338000	8.7916857e-10	0.42015228	0.00016284523	3.695488e-05	0.015411221	0.0002883145	0.0031328124	624.0	1856.876754283905
169	2000.0	4.1131606	0.7592863	5.9975276	2.0569336	4.128412	0.054752372	4.3576064	4.0548043	340000	6.705523e-10	0.42369404	0.00033723182	7.9602e-05	0.015317356	0.0006172713	0.008026367	624.0	1867.8216843605042
170	2000.0	4.1652374	0.76299447	6.4086494	2.019742	4.1362195	0.058410212	4.3883867	4.0573664	342000	-8.642674e-10	0.4346987	0.00015077546	-0.000138551	0.015357814	0.00039394118	0.0051542968	624.0	1878.8154110908508
171	2000.0	4.1054363	0.7664567	6.1369786	1.5896397	4.1643324	0.06492412	4.431827	4.070543	344000	1.192093e-10	0.45456555	1.6244709e-05	-0.0009777844	0.015272271	6.05889e-05	0.0006953125	624.0	1889.8099436759949
172	2000.0	4.1380744	0.7700221	6.4185667	1.2998681	4.1219573	0.06586929	4.40001	4.048432	346000	0.0	0.44475877	-1.8523902e-05	-0.00021401048	0.015074557	5.8033318e-05	0.000375	624.0	1900.778023481369
173	2000.0	4.162369	0.7508028	6.247173	1.7711724	4.1400743	0.06846511	4.4442153	4.049442	348000	0.0	0.43078622	6.655336e-05	0.00014570355	0.014870538	0.00021116284	0.0023945312	624.0	1911.790069103241
174	2000.0	4.083659	0.762201	6.392733	2.1044848	4.170319	0.06541064	4.4727163	4.084522	350000	-1.4007092e-09	0.42127606	-1.8257739e-05	-0.002724737	0.014742124	6.987299e-05	0.00036328126	624.0	1922.8129262924194
175	2000.0	4.149228	0.7719811	7.024867	1.5779685	4.1052985	0.057043876	4.377427	4.0229683	352000	-3.5762787e-10	0.42982492	0.00010220194	0.00072947145	0.014748401	0.00035259544	0.004569336	624.0	1933.8649423122406
176	2000.0	4.1344433	0.73015493	6.6379943	2.111188	4.091621	0.06860608	4.386553	4.012638	354000	6.631017e-10	0.4228416	3.2896023e-05	-0.00037387013	0.014766833	0.0001323668	0.0016552735	624.0	1944.886757850647
177	2000.0	4.210387	0.7332903	6.4840035	2.3264267	4.125092	0.06678131	4.438831	4.034599	356000	2.9802324e-11	0.427462	9.611914e-05	-0.0026745796	0.014456546	0.00021286603	0.0018378906	624.0	1955.9162731170654
178	2000.0	4.177552	0.7048769	6.3617167	2.5323367	4.176944	0.062494982	4.448523	4.0996103	358000	1.8626452e-12	0.41087243	4.7933613e-06	0.00016590953	0.014409669	6.517722e-05	0.00070996094	624.0	1966.981549024582
179	2000.0	4.130525	0.781536	6.27318	1.918981	4.1523356	0.07322283	4.5061336	4.055161	360000	5.3644184e-10	0.45071357	2.9212417e-05	-0.0001014173	0.014051729	0.00012485302	0.0027919922	624.0	1978.1157071590424
180	2000.0	4.1217785	0.7430486	6.162605	1.9080594	4.1523023	0.068782285	4.461495	4.0591097	362000	2.9802324e-11	0.42911062	-1.4318675e-05	-0.00018522143	0.014077679	0.000142036	0.0019785156	624.0	1989.2041630744934
181	2000.0	4.167317	0.7915909	6.385715	1.9222088	4.140687	0.06348449	4.4032183	4.050662	364000	-1.6689301e-09	0.45339894	8.823723e-07	-0.00010484457	0.0139811905	9.490359e-05	0.0009609375	624.0	2000.2751848697662
182	2000.0	4.079617	0.769213	6.1791596	1.9584923	4.1530023	0.066868484	4.434483	4.0488386	366000	-4.321337e-10	0.4407023	-1.8981293e-05	-0.0023275912	0.013921584	2.9006611e-05	6.933594e-05	624.0	2011.335945367813
183	2000.0	4.123998	0.7587423	6.255535	1.9557626	4.0811553	0.067280665	4.365507	3.9967368	368000	8.3446505e-10	0.42545262	-1.6560481e-06	-0.0010464787	0.013893428	7.5390766e-05	0.00045800782	624.0	2022.3806476593018
184	2000.0	4.1886797	0.750675	6.036784	1.606887	4.104067	0.062803015	4.389908	4.0267096	370000	3.874302e-10	0.41555747	0.00020804224	-0.0028636456	0.013901385	0.00034110405	0.004908203	624.0	2033.4396810531616
185	2000.0	4.090348	0.75409967	6.139868	1.819174	4.165085	0.07055707	4.4435763	4.0587325	372000	1.9073487e-09	0.43384802	0.00019623873	-0.0014308393	0.013739678	0.00038157578	0.0049638674	624.0	2044.4830474853516
186	2000.0	4.1456003	0.8005284	6.4211245	2.127628	4.0996714	0.06307136	4.3743067	4.012906	374000	4.4703485e-10	0.46859363	0.0001175491	-0.001198709	0.013942055	0.00034030626	0.0045751953	624.0	2055.494688510895
187	2000.0	4.166383	0.7679929	6.302301	1.752174	4.13068	0.06289367	4.4257216	4.058322	376000	2.384186e-10	0.42547658	0.00042362828	-0.0001668334	0.014021211	0.00087513245	0.008910156	624.0	2066.586060523987
188	2000.0	4.1253166	0.7401297	6.207725	1.9926343	4.137518	0.067188084	4.411152	4.0432587	378000	-1.192093e-10	0.41958734	0.00026058854	0.000110358	0.013712797	0.00041726307	0.006482422	624.0	2077.6292526721954
189	2000.0	4.165966	0.7887876	6.344664	1.7809103	4.1146693	0.066798106	4.4154897	4.0376534	380000	-5.6624416e-10	0.46733242	0.00013558115	-0.00042945147	0.013739713	0.00029810655	0.0043339846	624.0	2088.656942129135
190	2000.0	4.1380925	0.74211764	6.626539	1.8670018	4.120373	0.06238967	4.366033	4.0360727	382000	1.3113023e-09	0.4231566	0.0002624307	-3.8653612e-05	0.01387621	0.00048042258	0.0050898436	624.0	2099.6783814430237
191	2000.0	4.1748896	0.7499372	6.947488	2.152846	4.142866	0.061110437	4.403471	4.0702386	384000	-2.384186e-10	0.4348607	-8.0766085e-06	-7.44164e-05	0.014133996	0.00011202561	0.0011347656	624.0	2110.709267139435
192	2000.0	4.0969095	0.77929384	6.292921	1.5323782	4.1377535	0.059673015	4.4007	4.065708	386000	-1.4901162e-11	0.44471362	0.00014563795	-0.00017848611	0.013802166	0.0002015341	0.0022451172	624.0	2121.6950862407684
193	2000.0	4.090104	0.7529816	6.882221	1.5766367	4.1092553	0.07216062	4.480655	4.0296507	388000	2.384186e-10	0.42347476	7.092273e-05	-0.00052562356	0.013459605	0.00017940624	0.0019462891	624.0	2132.698616027832
194	2000.0	4.0959353	0.76516545	6.5363803	1.60694	4.0978193	0.059686784	4.3554077	4.033393	390000	-1.4305115e-09	0.42833784	2.8579832e-05	-0.00029957294	0.013410288	0.00014088055	0.002493164	624.0	2143.6786663532257
195	2000.0	4.102918	0.7529912	6.3419847	2.1971974	4.126594	0.06708737	4.4352174	4.0480356	392000	1.0430813e-10	0.43724543	0.00010642528	6.714463e-05	0.013060036	0.00021632158	0.0021396484	624.0	2154.6862223148346
196	2000.0	4.0994005	0.7365936	6.269642	1.8192967	4.116554	0.059055567	4.3783154	4.046845	394000	-2.6822092e-10	0.4130015	6.135381e-05	-0.0003466606	0.012697273	0.00012933712	0.0015869141	624.0	2165.7219908237457
197	2000.0	4.1353855	0.7452752	6.6687126	2.2375553	4.103404	0.06508472	4.397895	4.0236926	396000	-2.9802324e-10	0.41623148	0.00011032683	-0.0005839765	0.012710682	0.0002881584	0.004553711	624.0	2176.705597639084
198	2000.0	4.1031322	0.78149873	6.7386265	1.5742538	4.154591	0.057281237	4.434199	4.0893006	398000	-3.874302e-10	0.4553006	7.803825e-05	-0.0009825528	0.012601969	0.00013360694	0.0023212892	624.0	2187.6594264507294
199	2000.0	4.116543	0.7517519	6.480831	1.818971	4.105941	0.060894098	4.418932	4.030567	400000	2.9802324e-10	0.4226456	0.00017424156	-0.0005185604	0.012599887	0.00025129764	0.002290039	624.0	2198.6086885929108
200	2000.0	4.1792336	0.7680839	6.262577	1.9898721	4.1268277	0.06275963	4.419503	4.043897	402000	6.258488e-10	0.43082696	9.663651e-05	-0.0004556477	0.012684936	0.00023622207	0.003979492	624.0	2209.642346382141
201	2000.0	4.0867844	0.75795436	6.5912485	2.0982878	4.1411586	0.053372312	4.399262	4.0689974	404000	3.5762787e-10	0.4389422	1.6238392e-06	0.0009963214	0.01268318	7.7091456e-05	0.0012246093	624.0	2220.704223394394
202	2000.0	4.129553	0.80173343	6.6353145	1.5548832	4.071707	0.07210722	4.3965306	3.9802449	406000	5.3644184e-10	0.46017307	7.023603e-05	-0.0021296144	0.012457063	0.00013505314	0.0013818359	624.0	2231.6988627910614
203	2000.0	4.0991197	0.8085255	6.351591	1.6177452	4.1346617	0.0703029	4.461917	4.044984	408000	-2.384186e-10	0.45478106	4.9223545e-05	-0.00011539459	0.012271823	0.000116668314	0.0015498047	624.0	2242.714127779007
204	2000.0	4.137808	0.7878905	6.4506917	1.5531735	4.131953	0.07115137	4.441619	4.049811	410000	-2.9802324e-11	0.44468924	0.00018909127	0.0002526343	0.012326294	0.00028499396	0.0022841797	624.0	2253.7158014774323
205	2000.0	4.119021	0.8025188	6.5196548	1.7613343	4.116923	0.07150295	4.435229	4.0302224	412000	-7.450581e-11	0.45100734	1.297956e-05	-1.129508e-05	0.011988512	5.64682e-05	0.0006171875	624.0	2264.758986234665
206	2000.0	4.112807	0.7386406	6.4185104	1.9665076	4.1098127	0.07088503	4.4532323	4.0106907	414000	-1.7881394e-10	0.42606637	4.1496456e-05	0.0007339418	0.012097686	0.000230935	0.003086914	624.0	2275.7796132564545
207	2000.0	4.1374483	0.7727175	6.9295516	2.0992756	4.0742116	0.068045266	4.3756866	3.982595	416000	-9.536744e-10	0.4563958	0.00059025607	-0.0010871589	0.011951565	0.0011873705	0.008025391	624.0	2286.787733078003
208	2000.0	4.122862	0.76024836	6.277339	2.12447	4.092544	0.07442472	4.4710293	3.9985247	418000	-4.0978196e-10	0.44210196	-2.5224092e-06	-5.3197145e-05	0.011940339	8.908146e-05	0.0012617188	624.0	2297.814887046814
209	2000.0	4.1374664	0.7294101	6.623231	1.8250384	4.091872	0.06767924	4.4035964	4.0049686	420000	1.192093e-10	0.4061507	6.0912014e-05	-0.00044223666	0.011670304	0.00015845966	0.0026660156	624.0	2308.9355273246765
210	2000.0	4.146453	0.7891141	6.61892	1.6485661	4.1244817	0.06287779	4.3808804	4.039414	422000	-7.1525574e-10	0.44701684	0.0005846192	0.00019797683	0.011577894	0.0009142583	0.007417969	624.0	2319.9974410533905
211	2000.0	4.1683025	0.735814	6.7450714	2.1468754	4.1113567	0.06849721	4.42459	4.029266	424000	-6.5565114e-10	0.43083888	4.074672e-05	-0.0014329255	0.0112600615	0.000174156	0.0026142579	624.0	2331.0543863773346
212	2000.0	4.1355553	0.7410914	6.4530306	2.1144793	4.139627	0.07001703	4.441976	4.0493226	426000	2.6822092e-10	0.41611826	6.677762e-05	-2.3722649e-05	0.011457736	0.00024178572	0.0032089844	624.0	2342.138379096985
213	2000.0	4.167328	0.7575294	6.5186744	2.1038933	4.138203	0.052799992	4.402174	4.07206	428000	4.1723253e-10	0.43633863	9.9216646e-05	0.0001796782	0.011379543	0.00022061117	0.0033232423	624.0	2353.22691655159
214	2000.0	4.1623116	0.75406647	7.121224	1.9145331	4.1315517	0.053702526	4.3732667	4.0623865	430000	1.192093e-10	0.4208554	0.00013463105	-0.00016149879	0.011118935	0.00031539027	0.0041523436	624.0	2364.2830369472504
215	2000.0	4.1912813	0.78132796	6.5176754	1.7454392	4.13271	0.057908006	4.386525	4.0566597	432000	-1.7881394e-10	0.44556564	8.075298e-06	-0.0021048188	0.011078191	9.470729e-05	0.0006660156	624.0	2375.335027217865
216	2000.0	4.1751494	0.7604181	6.4414277	2.305447	4.1745915	0.06305756	4.4488015	4.0939164	434000	7.748604e-10	0.43340412	0.00021191643	2.861023e-06	0.011072144	0.00044414986	0.0036328125	624.0	2386.3845932483673
217	2000.0	4.1598644	0.77673775	6.3578997	2.0165954	4.1860976	0.05885058	4.445226	4.1131067	436000	4.1723253e-10	0.43873626	0.0002846049	-0.00043532252	0.011114387	0.00044340786	0.0054111327	624.0	2397.4746429920197
218	2000.0	4.0817103	0.75849795	6.210076	1.743785	4.1731505	0.07056623	4.463093	4.082788	438000	8.940697e-11	0.42074478	-6.0875273e-06	-0.0025101304	0.011229551	5.928498e-05	0.0006728516	624.0	2408.5410254001617
219	2000.0	4.1157484	0.7471519	6.8801	1.9352739	4.122898	0.06369647	4.399827	4.0356927	440000	-1.6689301e-09	0.43338048	6.1368766e-05	-3.787875e-05	0.010992144	0.0001168578	0.0022714844	624.0	2419.576149225235
220	2000.0	4.181177	0.8181098	6.182118	1.46004	4.1195383	0.067626454	4.439225	4.036241	442000	4.1723253e-10	0.46979016	0.00025324215	-0.0011543334	0.010898253	0.0004941519	0.0050517577	624.0	2430.6499478816986
221	2000.0	4.1123395	0.7751782	7.0042396	1.9241402	4.156099	0.06335794	4.4527826	4.086688	444000	9.536744e-10	0.43689552	0.00036102248	-0.00068455935	0.010838523	0.00066678465	0.0065273438	624.0	2441.6736340522766
222	2000.0	4.126629	0.7496629	6.4879746	1.8987539	4.118827	0.07419096	4.4605412	4.0374336	446000	-5.960465e-11	0.40864202	2.5634827e-05	-0.00020167232	0.010573007	0.00011784816	0.0014794922	624.0	2452.7062425613403
223	2000.0	4.145154	0.71343243	6.3734393	2.2671251	4.123845	0.062994525	4.377141	4.033781	448000	-6.5565114e-10	0.41356328	0.00013692128	-0.0002220273	0.0105137685	0.00026577673	0.0021367187	624.0	2463.708356142044
224	2000.0	4.0592117	0.7528515	6.0730042	1.6864908	4.1309986	0.060749393	4.384018	4.0535965	450000	-1.6689301e-09	0.42264977	-1.556903e-05	-0.0014434755	0.010531953	9.122874e-05	0.00078417966	624.0	2474.7085337638855
225	2000.0	4.149589	0.7532449	7.1590695	1.521525	4.1089044	0.06566087	4.387739	4.010863	452000	-3.6507847e-10	0.43278873	0.00019737578	-0.00029358268	0.010557087	0.00026041744	0.0030341798	624.0	2485.723286151886
226	2000.0	4.1378727	0.7620013	7.0595813	2.0113535	4.11889	0.07147017	4.436051	4.0229073	454000	9.536744e-10	0.43751016	0.00024030186	5.7667494e-05	0.010544023	0.0004821304	0.0051347655	624.0	2496.7802131175995
227	2000.0	4.1331806	0.80518156	6.585987	1.7528595	4.106724	0.061177246	4.399941	4.0370708	456000	-4.4703485e-10	0.45773458	0.00034572836	-0.00015878677	0.010556348	0.00043248586	0.0055566407	624.0	2507.8326213359833
