Epoch	EpLen	AvgRet	StdRet	MaxRet	MinRet	AvgVVals	StdVVals	MaxVVals	MinVVals	TotalEnvInteracts	LossPi	LossV	DeltaLossPi	DeltaLossV	Entropy	KL	ClipFrac	StopIter	Time
114	2000.0	4.126829	0.7392658	6.5906773	1.8516308	4.0851254	0.06665588	4.3784194	3.9896574	230000	-6.5565114e-10	0.40864584	-1.5477748e-05	-0.0003387034	0.024463892	6.464295e-05	0.00071289064	624.0	1058.457885980606
115	2000.0	4.1285067	0.76165146	6.2295713	1.9488837	4.095282	0.07722899	4.4334707	3.9866855	232000	-2.9802324e-11	0.4391513	0.00011877385	-0.0005145073	0.024235887	0.0003072754	0.0037607423	624.0	1067.6154000759125
116	2000.0	4.1432686	0.7502574	6.7089725	1.9812211	4.095972	0.065512754	4.425713	4.005449	234000	1.192093e-10	0.42911518	-3.078318e-05	-0.0013756752	0.023743656	5.470279e-05	0.000390625	624.0	1076.7907650470734
117	2000.0	4.0765486	0.76783514	6.5982575	2.1917632	4.1296983	0.06762032	4.4148517	4.0352473	236000	1.616776e-09	0.4258844	9.999551e-06	-0.0016720593	0.023550196	0.00019780056	0.0019189453	624.0	1085.9679644107819
118	2000.0	4.070629	0.7767466	6.7723837	2.0170257	4.082805	0.07013168	4.4626617	3.9963589	238000	8.940697e-11	0.4521274	1.9083143e-05	-0.00032800436	0.023646777	0.00012666693	0.0014345703	624.0	1095.1760473251343
119	2000.0	4.1352015	0.7739529	7.2344065	1.9223329	4.085868	0.061994426	4.4153633	4.008293	240000	7.1525574e-10	0.444314	-8.308649e-06	0.0007843077	0.023340844	0.0001035572	0.0009042969	624.0	1104.366916179657
120	2000.0	4.1085606	0.74734044	6.3206697	1.4718051	4.1417866	0.07046181	4.4898496	4.050954	242000	-1.4901162e-10	0.41381064	7.880166e-05	-0.00043052435	0.02298436	0.00039488985	0.0050009764	624.0	1113.570336818695
121	2000.0	4.1152883	0.7952315	6.610731	1.7978767	4.1299915	0.06993235	4.4852643	4.0416093	244000	5.6624416e-10	0.4445538	9.594263e-05	-0.00016766787	0.022436116	0.00040794458	0.0059228516	624.0	1122.7541489601135
122	2000.0	4.1454024	0.7766501	6.1235075	2.0943377	4.1266093	0.06750957	4.469535	4.0298862	246000	-1.1175871e-09	0.44699338	6.220051e-05	-0.00067546964	0.022472065	0.0002611053	0.0033652345	624.0	1131.945697069168
123	2000.0	4.125087	0.7439211	6.3955617	1.92652	4.1800523	0.06156397	4.4601135	4.094813	248000	-2.5331975e-10	0.41940984	7.77042e-06	-0.0015758872	0.022598855	0.00013456389	0.0015537109	624.0	1141.1500344276428
124	2000.0	4.191451	0.73245484	6.399947	2.2903128	4.1350346	0.062359415	4.468407	4.0412984	250000	-4.917383e-10	0.40789154	0.00020383233	-0.0010248423	0.022161778	0.0004989364	0.0063789063	624.0	1150.4239013195038
125	2000.0	4.1443963	0.7634631	6.332388	1.8518262	4.153631	0.06490439	4.4390345	4.0578513	252000	4.768372e-10	0.4489282	6.8524e-05	-0.00039416552	0.02194604	0.00019599404	0.0025771484	624.0	1159.6556990146637
126	2000.0	4.1626415	0.769638	6.521934	1.8752489	4.133948	0.075535074	4.452302	4.032595	254000	8.642674e-10	0.44004646	0.000109941306	-0.0009816885	0.021607565	0.0002068626	0.002307617	624.0	1168.8337352275848
127	2000.0	4.152955	0.74823207	6.0184193	1.7537283	4.1741123	0.06668442	4.506166	4.0839233	256000	8.940697e-10	0.40408403	-3.6346675e-05	-0.00040975213	0.021077648	4.2486787e-05	0.00018359374	624.0	1178.007155418396
128	2000.0	4.087021	0.7463591	6.376437	1.4780642	4.1657805	0.06273534	4.4598947	4.075823	258000	-1.192093e-10	0.4269786	-2.529669e-05	-0.0036344826	0.021223774	0.00018771639	0.0024726563	624.0	1187.1906776428223
129	2000.0	4.091884	0.7686011	6.536816	1.7128193	4.1144285	0.06545777	4.4290323	4.022238	260000	-3.5762787e-10	0.4185426	4.8595728e-05	-0.0002118051	0.021314098	0.00016716495	0.002635742	624.0	1196.407026052475
130	2000.0	4.146368	0.765136	6.2931733	1.522407	4.109261	0.0735818	4.4550004	4.012299	262000	1.192093e-10	0.4319398	-3.568146e-05	-0.00041896105	0.021386342	3.4128254e-05	8.398438e-05	624.0	1205.639235496521
131	2000.0	4.132538	0.7766777	6.23667	1.9735051	4.115911	0.06342986	4.446277	4.031065	264000	-2.384186e-10	0.41397265	2.1137239e-05	-0.00079348683	0.021137731	0.000227567	0.0027519532	624.0	1214.8540737628937
132	2000.0	4.143338	0.78576493	6.38346	2.0090423	4.127155	0.06896869	4.4397354	4.036118	266000	1.6689301e-09	0.44173253	-2.0405862e-05	0.0005392432	0.020980647	0.000118578755	0.0014121094	624.0	1224.0734333992004
133	2000.0	4.1723666	0.74395394	6.59906	1.9992802	4.1088	0.06334719	4.4318757	4.029967	268000	9.536744e-10	0.42848483	2.9574396e-05	-0.0009370446	0.020502785	0.0002524711	0.0035986328	624.0	1233.2753283977509
134	2000.0	4.13048	0.7899457	6.559926	1.5218614	4.129472	0.0687379	4.4672236	4.040605	270000	-6.258488e-10	0.43703336	-1.7333568e-05	-4.8846006e-05	0.020473467	0.00013910962	0.0013740234	624.0	1242.4639432430267
135	2000.0	4.1117806	0.7475954	6.055195	1.4826839	4.139184	0.06985096	4.4583116	4.0430055	272000	0.0	0.4200821	5.8232967e-05	-0.00048306584	0.020665735	0.00018322251	0.0031640625	624.0	1251.6506474018097
136	2000.0	4.123418	0.7327196	6.191333	2.1639438	4.1149626	0.064098574	4.3910594	4.029065	274000	-4.1723253e-10	0.4133998	4.8123766e-05	-0.00024226308	0.020614387	0.00020328871	0.0031171874	624.0	1260.8300261497498
137	2000.0	4.192399	0.753859	6.438076	2.058361	4.114406	0.07192062	4.4710064	4.0212574	276000	-8.046627e-10	0.43110853	0.0002929197	-0.002652824	0.020336349	0.00047098217	0.0057529295	624.0	1269.9980046749115
138	2000.0	4.1276207	0.7701884	6.4613976	1.9416387	4.1677732	0.064574756	4.465654	4.078906	278000	-4.4703485e-10	0.45750117	0.00020106253	-0.00025874376	0.020191252	0.00038619668	0.006013672	624.0	1279.2784731388092
139	2000.0	4.16558	0.72918165	6.1292205	1.8158059	4.1368093	0.06991864	4.5446067	4.0578766	280000	-2.9802324e-10	0.4262619	8.906225e-05	-0.0011205077	0.020202806	0.0001664063	0.0020966798	624.0	1288.4595556259155
140	2000.0	4.189142	0.76421785	6.8166256	1.6264937	4.1641865	0.06562601	4.489421	4.083138	282000	8.195639e-11	0.44182646	3.759645e-05	-0.0005861819	0.02012601	0.00015218343	0.0016572266	624.0	1297.6537239551544
141	2000.0	4.0940084	0.7402485	6.462108	2.18441	4.175854	0.06411518	4.487078	4.0720916	284000	1.192093e-10	0.41718507	-5.4644347e-06	-0.0019735992	0.020166697	0.00014384584	0.0014951172	624.0	1306.7863965034485
142	2000.0	4.150258	0.7847432	6.0105753	1.3379614	4.096389	0.068806075	4.432036	4.012602	286000	1.0728837e-09	0.4568838	1.903163e-05	-0.0013027489	0.019884521	0.00016303314	0.0024589843	624.0	1315.9412198066711
143	2000.0	4.1809816	0.7619899	6.346884	2.0356007	4.1282973	0.07272156	4.4919558	4.037179	288000	1.4901162e-10	0.4337411	0.00014866154	-0.00082165	0.019899083	0.0003370496	0.0040166015	624.0	1325.0972228050232
144	2000.0	4.177654	0.7564926	6.7603207	1.7482848	4.1476183	0.06898551	4.473633	4.0641336	290000	1.7881394e-10	0.44159332	-1.83571e-05	-0.0007556677	0.019934881	0.0001436081	0.00146875	624.0	1334.2572212219238
145	2000.0	4.1716576	0.7824791	6.9945436	1.747304	4.162889	0.06682888	4.4496555	4.0744023	292000	2.384186e-10	0.4409349	7.3549154e-06	-0.0003065765	0.019765964	0.00010678572	0.0015576172	624.0	1343.4176006317139
146	2000.0	4.213192	0.7880532	6.286019	1.5722176	4.166138	0.07094769	4.510869	4.088128	294000	-8.940697e-10	0.45322195	2.3645165e-05	-0.0008122325	0.019625217	0.00016448736	0.002040039	624.0	1352.5835943222046
147	2000.0	4.108547	0.749309	6.4942203	1.945189	4.2252965	0.07402281	4.552354	4.1324043	296000	6.5565114e-10	0.41541094	6.0452523e-05	-0.002761066	0.019409837	0.00031266295	0.0034453126	624.0	1361.7496840953827
148	2000.0	4.108349	0.77498525	7.305611	1.6281551	4.17136	0.06600049	4.463331	4.0751963	298000	2.026558e-09	0.43278798	3.4019293e-05	-0.0016671121	0.019419365	0.00017961505	0.00196875	624.0	1370.9208824634552
149	2000.0	4.1064	0.7486817	5.9339733	1.7177117	4.124098	0.06706816	4.4516206	4.0422373	300000	-1.6689301e-09	0.42215684	8.91873e-05	-0.0007728934	0.019175258	0.00021717971	0.0024257812	624.0	1380.1172332763672
150	2000.0	4.196601	0.7413781	6.2256575	2.0079691	4.1200323	0.063849844	4.395204	4.042782	302000	-2.9802324e-11	0.41920152	3.1108261e-06	-0.0012854636	0.01891517	0.000105283674	0.0014882813	624.0	1389.3406076431274
151	2000.0	4.1374793	0.72478455	6.4193125	2.0731707	4.1366453	0.06740542	4.4351625	4.056199	304000	5.6624416e-10	0.40734345	3.8689494e-05	-0.00022929907	0.019057818	0.0001880286	0.0025009767	624.0	1398.5661082267761
152	2000.0	4.176193	0.79211485	6.5552745	1.6220498	4.1428823	0.06569682	4.431134	4.0655327	306000	-5.6624416e-10	0.43857992	7.360414e-05	-0.0005687475	0.018863179	0.00032893685	0.004786133	624.0	1407.821543931961
153	2000.0	4.154457	0.7565539	6.4767365	2.2417262	4.159667	0.07482612	4.491826	4.0545096	308000	-9.536744e-10	0.43373036	-5.626679e-08	-0.00034445524	0.018851459	0.00010796675	0.0013095703	624.0	1417.096039533615
154	2000.0	4.1341715	0.7137655	6.2985787	2.2462828	4.186861	0.06375607	4.473459	4.097303	310000	-8.940697e-11	0.41518795	2.59289e-05	-0.0017574131	0.018576296	0.00016720127	0.0018359375	624.0	1426.3620550632477
155	2000.0	4.086151	0.7522928	6.6165247	1.7317702	4.12908	0.06612231	4.4577665	4.049415	312000	-4.6193602e-10	0.43517542	9.02779e-05	-0.00021868944	0.018521009	0.0002740794	0.0044052736	624.0	1435.6338527202606
156	2000.0	4.1647015	0.74997884	6.6738744	1.9330636	4.092811	0.07097977	4.3754315	3.9901843	314000	1.9073487e-09	0.43538317	-9.845197e-06	-0.0020756423	0.018303188	9.988484e-05	0.0011445313	624.0	1444.9146194458008
157	2000.0	4.13441	0.7627019	6.6756496	1.9649619	4.141173	0.06499414	4.464453	4.052261	316000	5.6624416e-10	0.4278628	0.00016320306	0.00029549003	0.018389137	0.000257887	0.0039765625	624.0	1454.1878395080566
158	2000.0	4.098405	0.801834	6.789363	1.5060279	4.121581	0.05885353	4.4265656	4.0517383	318000	2.384186e-10	0.46606883	0.00012965543	-0.00031420588	0.01820553	0.00017026297	0.0022695311	624.0	1463.4574584960938
159	2000.0	4.1375084	0.75450623	6.158802	1.9789981	4.115057	0.07525947	4.4769363	4.014953	320000	4.1723253e-10	0.4252271	0.00013060578	-0.00026136637	0.017959954	0.00022681267	0.002834961	624.0	1472.7217230796814
160	2000.0	4.175988	0.71571386	6.1677704	1.6284001	4.1296616	0.06781448	4.462058	4.039262	322000	-7.003546e-10	0.41483256	3.750934e-05	-0.0007415712	0.017754277	0.0002367843	0.0030791017	624.0	1481.9864921569824
161	2000.0	4.1197357	0.74163604	6.4076223	1.9979534	4.1589994	0.06110337	4.422038	4.05592	324000	-9.536744e-10	0.42046425	0.00034002413	-0.00052049756	0.017757783	0.0004903639	0.006580078	624.0	1491.206154346466
162	2000.0	4.165819	0.7497684	6.378948	1.8140663	4.1313443	0.06580816	4.4400144	4.0403147	326000	-6.5565114e-10	0.43392023	6.881083e-05	-0.00035867095	0.017704045	0.00023913129	0.0026289062	624.0	1500.4020519256592
163	2000.0	4.1670136	0.78227615	6.819465	1.5824413	4.134915	0.062521696	4.398068	4.043664	328000	0.0	0.4473683	4.7935904e-05	-0.00020423532	0.017643133	0.00022807023	0.0030507813	624.0	1509.569349527359
164	2000.0	4.190584	0.74838936	6.524854	2.2561088	4.1490707	0.0733051	4.5168433	4.0308766	330000	-2.0861626e-10	0.42851353	4.5084627e-05	-0.00074997544	0.01743701	0.00019921285	0.0026679689	624.0	1518.7189753055573
165	2000.0	4.123292	0.71261895	6.096415	2.0682256	4.1580925	0.06753788	4.49004	4.075195	332000	-1.7881394e-10	0.39433473	0.00023961044	-0.0006338656	0.017627345	0.0003826491	0.005761719	624.0	1527.8651146888733
166	2000.0	4.1943007	0.7377331	6.184612	2.0769596	4.1288443	0.053411756	4.376575	4.0489807	334000	-8.3446505e-10	0.4187707	2.3311735e-05	-0.00060996413	0.017201938	0.00010180205	0.001296875	624.0	1536.9984576702118
167	2000.0	4.1159453	0.73247457	6.020641	1.9871488	4.1462226	0.06498198	4.453285	4.0438085	336000	1.192093e-09	0.4158172	9.393287e-05	-0.00035339594	0.017164558	0.00028155276	0.0026591797	624.0	1546.1451206207275
168	2000.0	4.122653	0.74708	6.1486697	1.8179206	4.1244016	0.05818415	4.4051967	4.0465994	338000	-1.15484e-09	0.4217004	4.404806e-06	-0.00043737888	0.017138062	0.00016784813	0.001868164	624.0	1555.2819118499756
169	2000.0	4.116458	0.76381034	6.5928135	1.8603394	4.1413755	0.06371643	4.4210706	4.0575943	340000	-7.785857e-10	0.4320187	0.00013815169	-0.00024357438	0.017262662	0.0003116486	0.0043330076	624.0	1564.4728682041168
170	2000.0	4.150047	0.7590931	6.386837	1.5318403	4.122386	0.056829244	4.3880167	4.039425	342000	3.7252904e-10	0.43598583	0.00012332246	-0.0006124377	0.017329257	0.00040016446	0.0054384763	624.0	1573.664915561676
171	2000.0	4.121561	0.7656946	6.319941	1.7174876	4.13516	0.07008699	4.433417	4.040201	344000	5.960465e-10	0.45098263	0.000111230824	0.000112205744	0.017095465	0.00015844835	0.0018408203	624.0	1582.8820552825928
172	2000.0	4.138031	0.7644297	6.504999	1.8016009	4.1089754	0.067340754	4.4188023	4.029946	346000	0.0	0.44365957	5.3149404e-05	0.0001552105	0.016868459	0.00013192197	0.0020332031	624.0	1592.1123521327972
173	2000.0	4.1332026	0.7456788	6.1647573	1.8995826	4.097382	0.0646597	4.3760066	4.0199366	348000	-4.768372e-10	0.42170978	0.00013315179	-0.0008135438	0.016764801	0.00033741147	0.00478125	624.0	1601.3526303768158
174	2000.0	4.118185	0.742723	6.4506006	2.0686636	4.105867	0.07233662	4.409963	3.9954233	350000	2.2649767e-09	0.40858957	0.00010389194	-0.0005046725	0.01694387	0.00015841867	0.0021279296	624.0	1610.6204626560211
175	2000.0	4.1359215	0.75458956	6.367936	1.577691	4.110374	0.06710256	4.4179916	4.0163026	352000	3.874302e-10	0.4148021	0.00013327792	-0.00082844496	0.016935013	0.00020774729	0.002564453	624.0	1619.8734192848206
176	2000.0	4.131836	0.73191786	6.8857713	2.0826921	4.1378903	0.06581715	4.4285216	4.050124	354000	6.705523e-10	0.42030972	9.050376e-05	-0.00018069148	0.016726375	0.00024348937	0.0031123047	624.0	1629.1195862293243
177	2000.0	4.193508	0.7429077	6.653528	2.3526123	4.1359773	0.07240124	4.4746375	4.026036	356000	-6.5565114e-10	0.42666844	-9.586156e-06	-0.0005763471	0.01628138	8.0546866e-05	0.001234375	624.0	1638.383165359497
178	2000.0	4.1755776	0.6967002	6.328893	2.472096	4.1407113	0.0625416	4.4111447	4.0508657	358000	7.003546e-10	0.40213308	0.00020384004	-0.00024855137	0.016627459	0.00033125706	0.0037167969	624.0	1647.633258342743
179	2000.0	4.1407185	0.7539348	6.2920775	2.0245624	4.172979	0.061447103	4.4738746	4.0851636	360000	5.3644184e-10	0.4305937	2.684176e-05	-0.00062841177	0.016400531	0.00013471172	0.001446289	624.0	1656.8994889259338
180	2000.0	4.15199	0.7509967	6.4811926	2.0458434	4.169402	0.062424794	4.4647784	4.0793633	362000	2.9802324e-10	0.42703488	0.000116828356	-0.00023704767	0.016375845	0.00021302892	0.0019375	624.0	1666.1954967975616
181	2000.0	4.1892967	0.7819995	6.8579893	2.0891004	4.17079	0.06691703	4.4564233	4.0683193	364000	-2.384186e-10	0.44347012	6.0443912e-05	-0.000119805336	0.016052445	0.00013083873	0.001765625	624.0	1675.4605121612549
182	2000.0	4.100273	0.74496865	6.15409	1.9411352	4.1785216	0.06950666	4.4950323	4.0883117	366000	1.9818545e-09	0.41701204	0.00014452328	-0.0028722286	0.016060708	0.00020414103	0.0019951172	624.0	1684.7040705680847
183	2000.0	4.125432	0.7515983	6.2405167	1.8083891	4.123959	0.072905265	4.461518	4.0254707	368000	6.705523e-10	0.42785192	-1.1834905e-05	0.0001449585	0.01584509	5.6784833e-05	0.00049121096	624.0	1693.935340642929
184	2000.0	4.196952	0.75165117	6.1070905	2.0626757	4.1069264	0.07651074	4.4628353	3.9999316	370000	-1.192093e-09	0.41695693	1.1600227e-05	-0.0035857558	0.015923955	8.01927e-05	0.0010898438	624.0	1703.1699540615082
185	2000.0	4.1163473	0.7483541	6.3899293	1.7919245	4.160023	0.068393804	4.444264	4.0541577	372000	1.1771918e-09	0.4196491	7.411957e-06	-0.0007253587	0.015888905	0.00014134066	0.0017216797	624.0	1712.3825514316559
186	2000.0	4.1524677	0.78060454	6.9228897	2.2636542	4.1496763	0.061844647	4.4045854	4.058385	374000	5.960465e-10	0.45291743	0.00035912334	-3.632903e-05	0.015713274	0.0006154109	0.007526367	624.0	1721.5498132705688
187	2000.0	4.1545725	0.7602317	6.669124	1.9765073	4.1618147	0.05955859	4.463987	4.0762	376000	-4.768372e-10	0.4261428	4.6315196e-05	-0.0010367334	0.015675021	0.00010740825	0.0010703125	624.0	1730.7447063922882
188	2000.0	4.1358886	0.7439874	5.8562117	1.9950296	4.148919	0.06964056	4.456605	4.04725	378000	2.384186e-10	0.40874186	2.3402215e-05	-0.00019359589	0.015646124	0.00014326023	0.0017529296	624.0	1739.9102709293365
189	2000.0	4.148488	0.7944871	6.41774	1.7811404	4.1273823	0.06854723	4.4557786	4.035753	380000	-1.0728837e-09	0.46222317	0.00010201383	-0.00033849478	0.015298024	0.000112369	0.0013427734	624.0	1749.0649480819702
190	2000.0	4.118264	0.75117046	6.6288652	1.6170062	4.14235	0.068777055	4.4681263	4.0469284	382000	-5.3644184e-10	0.43459556	-8.688927e-06	-0.00072965026	0.015463702	6.4973676e-05	0.0007207031	624.0	1758.3211286067963
191	2000.0	4.168486	0.73336905	6.6984525	2.1533582	4.1179557	0.06916364	4.404608	4.023017	384000	-3.874302e-10	0.4253347	4.8154714e-05	-0.00024145842	0.015462199	0.00019411654	0.0025947266	624.0	1767.464075088501
192	2000.0	4.0981874	0.78682154	6.392721	1.6861317	4.12285	0.07043705	4.4365897	4.0284805	386000	-7.5995926e-10	0.45084807	7.090808e-05	0.0003542602	0.015340081	0.0002727127	0.0036191407	624.0	1776.6259274482727
193	2000.0	4.107816	0.7322513	6.893798	1.5563374	4.0880513	0.06796094	4.4016705	3.9995778	388000	-5.3644184e-10	0.41346923	1.207918e-05	-0.00033411384	0.015000207	9.128775e-05	0.00083203125	624.0	1785.815383195877
194	2000.0	4.094579	0.7625601	6.567081	1.6069834	4.0999885	0.06286265	4.3502173	4.017587	390000	0.0	0.42214358	0.00026367296	-0.0001502037	0.015005486	0.00044755003	0.005723633	624.0	1795.0231590270996
195	2000.0	4.1331844	0.74121475	6.1939445	2.110224	4.130935	0.0659513	4.4346023	4.041854	392000	2.7567149e-10	0.4392658	3.097335e-05	-0.00024536252	0.0149653135	5.9425238e-05	0.0008378906	624.0	1804.2442371845245
196	2000.0	4.115239	0.7378492	6.8838677	2.295901	4.1490912	0.07644534	4.439583	4.0358634	394000	-2.9802324e-11	0.41717237	0.00019315322	-0.00081279874	0.014979412	0.000457758	0.0060029295	624.0	1813.458041191101
197	2000.0	4.157747	0.74533147	6.4086246	2.2346175	4.136441	0.05864185	4.4188523	4.058345	396000	2.9802324e-11	0.4099479	5.2569245e-05	-0.0009595752	0.01480504	0.00022394714	0.003053711	624.0	1822.653856754303
198	2000.0	4.111207	0.7722073	6.738609	1.5665407	4.169787	0.059447963	4.4297776	4.0821376	398000	-1.6093255e-09	0.44289404	2.5992455e-05	-0.0017393827	0.014891508	8.6155924e-05	0.00095605466	624.0	1831.8639750480652
199	2000.0	4.132842	0.77506375	6.443129	1.5735048	4.1439457	0.07185731	4.4842324	4.0428863	400000	-1.7881394e-10	0.43790892	-9.594113e-06	-0.0005978644	0.014715057	0.00010637958	0.0010341797	624.0	1841.064655303955
200	2000.0	4.1973295	0.78607327	6.360752	2.058798	4.1421537	0.07212025	4.4910784	4.039462	402000	3.129244e-10	0.44015875	3.8035858e-05	-0.0009121895	0.014663427	0.00020442656	0.0027089843	624.0	1850.2918388843536
201	2000.0	4.102562	0.7514714	6.564267	2.14572	4.1596994	0.069970064	4.468675	4.056892	404000	-6.5565114e-10	0.43096793	0.00042430655	-0.00072196126	0.014698384	0.00068786077	0.007408203	624.0	1859.5103831291199
202	2000.0	4.120039	0.78458446	6.4868503	1.3054975	4.111946	0.06356893	4.4090466	4.0184493	406000	1.0728837e-09	0.4500483	0.00019873184	-0.0005041361	0.014527572	0.00037106895	0.005180664	624.0	1868.699408531189
203	2000.0	4.107024	0.8253417	6.1830616	1.6352924	4.142304	0.06977597	4.4636226	4.0535374	408000	-1.0728837e-09	0.46653613	5.5749122e-05	-0.000192523	0.014513556	0.00010231348	0.0011396485	624.0	1877.892741203308
204	2000.0	4.133248	0.78162295	6.1264677	1.5487566	4.1432705	0.07518095	4.462505	4.0432696	410000	-2.6822092e-10	0.44374245	0.00022894127	-0.00035059452	0.01455816	0.00042373012	0.0045322264	624.0	1887.1796207427979
205	2000.0	4.115603	0.78625023	6.2749767	1.9818652	4.132836	0.07176162	4.479612	4.037958	412000	1.4901162e-10	0.4361652	1.0199845e-05	-0.0004159212	0.014317866	0.00012750502	0.0016308593	624.0	1896.360846042633
206	2000.0	4.1330442	0.7351837	6.506382	1.9840829	4.1160474	0.06747118	4.4347343	4.0245514	414000	0.0	0.42196116	0.00025635934	-0.00018072128	0.014401521	0.00043960894	0.005814453	624.0	1905.561356306076
207	2000.0	4.1348515	0.756168	6.925852	2.2812364	4.117989	0.065876454	4.4643164	4.0393033	416000	4.768372e-10	0.44138375	4.398537e-05	-0.0005683303	0.014366721	0.00012611886	0.0018740235	624.0	1914.7540674209595
208	2000.0	4.125926	0.76202804	6.280118	1.874744	4.12627	0.069961086	4.4668164	4.041787	418000	6.4074995e-10	0.43721926	5.23243e-05	-0.00045716763	0.014157493	0.00015512094	0.0021503905	624.0	1923.9604842662811
209	2000.0	4.125011	0.70921606	6.6223288	1.8227221	4.1087236	0.07129562	4.455016	4.0100904	420000	-7.1525574e-10	0.3903121	5.004086e-05	-0.00028797984	0.014493923	0.00019999634	0.0026435547	624.0	1933.172511100769
210	2000.0	4.146332	0.7844995	6.5322156	1.6016637	4.1223435	0.06390808	4.4142933	4.0281878	422000	-1.192093e-10	0.43866447	1.3535262e-05	-0.00032362342	0.01418179	0.00013958517	0.0019306641	624.0	1942.3964734077454
211	2000.0	4.1769385	0.71077275	6.495321	2.4340148	4.119455	0.06900084	4.423081	4.0288367	424000	-1.4901161e-09	0.4061154	2.4658026e-05	-0.0014975965	0.01414396	0.0001469342	0.0026318359	624.0	1951.6243646144867
212	2000.0	4.1329117	0.74914074	6.702752	2.0451505	4.1621337	0.06480906	4.475724	4.064157	426000	2.9802324e-11	0.41255718	-2.5509447e-05	-0.00051277876	0.014122597	0.00011660877	0.0012431641	624.0	1960.847894668579
213	2000.0	4.166205	0.7348467	6.3720737	2.0931153	4.137036	0.058401793	4.437065	4.054455	428000	1.8477441e-09	0.43214092	9.697044e-05	-0.00018432736	0.01418679	0.00017518469	0.0021708985	624.0	1970.0813779830933
214	2000.0	4.150775	0.7668681	7.1353803	1.9174564	4.153071	0.058258656	4.4152217	4.072548	430000	4.768372e-10	0.42986852	0.00013134992	-0.0002219677	0.014024884	0.00030357123	0.0043583983	624.0	1979.3208684921265
215	2000.0	4.18653	0.7831289	6.746463	1.9592906	4.146229	0.059161723	4.4332943	4.0679793	432000	1.2665987e-09	0.4407153	0.000104063816	-0.0011922121	0.014063837	0.0002387008	0.0028359375	624.0	1988.5577909946442
216	2000.0	4.1664376	0.757076	6.6734004	2.3116941	4.2017326	0.06471893	4.519449	4.115359	434000	7.1525574e-10	0.42729062	4.162392e-05	-0.0006057024	0.014011864	0.00018519684	0.0023027344	624.0	1997.7763922214508
217	2000.0	4.1572437	0.76573455	6.4229817	1.9919318	4.1832824	0.06278457	4.4685783	4.095599	436000	1.6242266e-09	0.42885447	7.977144e-05	-0.0005494058	0.013916993	0.00021488447	0.0033046876	624.0	2007.001209974289
218	2000.0	4.1109896	0.747046	6.2525287	1.782335	4.167677	0.06708193	4.439851	4.0742455	438000	7.1525574e-10	0.4180134	0.00015266461	-0.0005350709	0.014046104	0.00028275102	0.0031298827	624.0	2016.211303949356
219	2000.0	4.1156664	0.71334624	7.1146007	2.18463	4.166368	0.06663709	4.4765425	4.087881	440000	2.384186e-10	0.39822018	-9.362579e-06	-0.0013089478	0.013812171	7.996935e-05	0.00067675783	624.0	2025.4346973896027
220	2000.0	4.1792035	0.80572027	6.383665	1.8600243	4.133095	0.06404431	4.432481	4.0503545	442000	-9.536744e-10	0.45378715	3.568846e-05	-0.00041288137	0.013653427	9.640068e-05	0.0011357422	624.0	2034.663919210434
221	2000.0	4.116506	0.7691935	7.03529	1.9292985	4.175399	0.07098602	4.5207815	4.083237	444000	-1.3709069e-09	0.42781407	3.2415392e-06	-0.0010531247	0.013625374	7.504521e-05	0.0007421875	624.0	2043.8889496326447
222	2000.0	4.149024	0.7603036	6.9985085	2.1531205	4.1465144	0.062162384	4.464807	4.0683165	446000	-2.9802324e-10	0.41342548	-2.9212879e-05	1.3589859e-05	0.013444705	7.8915386e-05	0.0009072266	624.0	2053.1231853961945
223	2000.0	4.138446	0.73007655	6.4893146	2.1342118	4.1247993	0.067848444	4.416249	4.0331345	448000	-5.960465e-11	0.40871873	-2.0860732e-06	-0.000520736	0.013374816	7.175932e-05	0.00059765624	624.0	2062.3440234661102
224	2000.0	4.0612917	0.7518357	6.3519235	1.669159	4.1343026	0.062143184	4.3756895	4.0474834	450000	0.0	0.4174408	1.361698e-05	-0.001768291	0.013319549	0.00012576215	0.001953125	624.0	2071.5469329357147
225	2000.0	4.1640873	0.75520724	7.307736	1.5073735	4.098678	0.064334184	4.394731	4.0044417	452000	3.129244e-10	0.43160173	0.000103521874	-0.0012302697	0.013495942	0.0003539162	0.0044423826	624.0	2080.730232477188
226	2000.0	4.1239977	0.75119746	6.4294643	1.9999129	4.1542673	0.063747	4.444981	4.065491	454000	-4.1723253e-10	0.42493	4.3370488e-05	-0.00077834725	0.013547569	0.00014486031	0.0018164063	624.0	2089.919233083725
227	2000.0	4.1399612	0.7864546	6.4911366	2.2274342	4.13954	0.06558442	4.4557333	4.0585127	456000	5.960465e-10	0.44033286	5.0842464e-06	4.3958426e-05	0.013217045	0.00010293837	0.0009628906	624.0	2099.0964794158936
228	2000.0	4.1415296	0.79722875	6.3251715	1.6887292	4.1261506	0.07453625	4.4420323	4.021811	458000	-5.3644184e-10	0.4485462	3.9884628e-05	-0.0004748106	0.013434285	0.00013597764	0.0014111329	624.0	2108.29181265831
229	2000.0	4.1350546	0.74871576	6.3145304	2.0665348	4.1425414	0.070365205	4.471987	4.0554614	460000	-8.940697e-10	0.42421764	5.226356e-05	-0.00034070015	0.013514488	0.00022590821	0.002989258	624.0	2117.505499601364
