Epoch	EpLen	AvgRet	StdRet	MaxRet	MinRet	AvgVVals	StdVVals	MaxVVals	MinVVals	TotalEnvInteracts	LossPi	LossV	DeltaLossPi	DeltaLossV	Entropy	KL	ClipFrac	StopIter	Time
18	2000.0	5.4617853	1.2054144	8.936581	1.9679526	5.3965263	0.09094593	5.6624403	5.3008733	38000	2.2351743e-10	1.0665808	-0.00021058558	-0.00018799305	0.15368396	0.0002901516	0.004401367	624.0	200.05271196365356
19	2000.0	5.5350857	1.2298509	9.324694	1.483772	5.4424458	0.10059806	5.698169	5.3463087	40000	3.091991e-10	1.1191245	-0.0002551702	-0.002978444	0.14310378	0.0008699125	0.0051611327	624.0	210.80530953407288
20	2000.0	5.6229753	1.2141286	9.354647	2.0061088	5.5166655	0.100934446	5.8045497	5.419082	42000	5.6624416e-10	1.126305	-0.00017433162	-0.0041412115	0.1328908	0.00043879304	0.0047402345	624.0	221.20761966705322
21	2000.0	5.6222878	1.2428209	9.809278	1.4168991	5.5611773	0.107096575	5.8742404	5.4576073	44000	4.4703485e-10	1.0883398	-9.679258e-05	-0.0014930964	0.12277065	0.0003141737	0.0030830079	624.0	231.55164861679077
22	2000.0	5.682152	1.1882305	9.443977	1.9620188	5.605134	0.08757581	5.862924	5.5316296	46000	-4.0233136e-10	1.0829853	-0.00013892495	-0.0025537014	0.11525294	0.0005344562	0.0008447266	624.0	241.95633745193481
23	2000.0	5.696487	1.1949176	10.309289	1.4841505	5.650734	0.0785375	5.890263	5.583293	48000	-1.1324883e-09	1.0711709	-0.000105944426	-0.000700593	0.10857542	0.00038243382	0.0	624.0	252.69145917892456
24	2000.0	5.644904	1.2553983	9.510364	2.0230772	5.6935472	0.09917797	6.000363	5.608796	50000	2.2351742e-11	1.1146111	-5.169052e-05	-0.00040125847	0.10490049	0.00047687432	0.005408203	624.0	263.12917470932007
25	2000.0	5.698361	1.1802806	9.290032	1.6501791	5.6366143	0.08221576	5.9092	5.557222	52000	-5.3644184e-10	1.0486114	-0.0001127182	-0.0016958714	0.100227	0.00035105553	0.0010737304	624.0	273.8879466056824
26	2000.0	5.8087053	1.2015048	10.3254385	2.5930948	5.7141423	0.08976162	5.9976015	5.6369767	54000	8.195639e-10	1.1085491	-2.5955233e-05	-0.0020076036	0.09431141	0.0007697204	0.010757324	624.0	284.1965591907501
27	2000.0	5.749051	1.2338356	9.916902	2.135793	5.747675	0.09010429	6.014568	5.6648207	56000	-2.771616e-09	1.1311163	-7.177237e-05	0.0016897917	0.08997742	6.467716e-05	0.00027978516	624.0	294.51751732826233
28	2000.0	5.803645	1.2611365	10.110503	1.9946898	5.7173996	0.10560454	6.047023	5.6312833	58000	-1.3150275e-09	1.1601752	-5.5357643e-05	-0.0019087791	0.08570821	0.00050249754	0.0035859374	624.0	304.888879776001
29	2000.0	5.763904	1.1935889	10.442157	2.4261909	5.775294	0.113961965	6.1018567	5.674579	60000	-1.013279e-09	1.0937269	-4.4286073e-05	-0.001090169	0.081767485	0.00032439356	0.0035307617	624.0	315.340336561203
30	2000.0	5.809295	1.2040247	9.681922	2.0276167	5.753848	0.09254473	6.0370398	5.668831	62000	3.2782557e-10	1.1101218	4.3565036e-05	-0.002033949	0.07765669	0.0007216632	0.0076694335	624.0	326.17385959625244
31	2000.0	5.8072352	1.2200956	9.978965	1.6164223	5.805168	0.086735494	6.0738926	5.731353	64000	4.2468312e-10	1.0989468	-4.3646443e-05	-5.543232e-05	0.07561287	5.723494e-05	0.00015527343	624.0	336.96107387542725
32	2000.0	5.852021	1.2009902	9.776633	2.0449958	5.803967	0.091607824	6.075905	5.727361	66000	2.0489098e-11	1.0830194	-3.3875138e-05	-0.00073707104	0.07423146	6.0512215e-05	0.00027294923	624.0	347.6763412952423
33	2000.0	5.843322	1.2431192	10.580796	1.9091238	5.8322525	0.08962405	6.1060576	5.7485085	68000	-1.7881394e-10	1.1482507	-3.8276765e-05	-0.00021851063	0.071328275	0.00010759083	0.00010302734	624.0	358.11421966552734
34	2000.0	5.8943396	1.2374132	9.654339	1.4828559	5.848779	0.10190713	6.151315	5.760379	70000	-6.258488e-10	1.1132603	-4.1140796e-05	-0.0009804964	0.06987454	5.9875118e-05	0.0	624.0	368.93042969703674
35	2000.0	5.8004656	1.2828089	10.57321	1.9916053	5.868595	0.093099356	6.129816	5.790435	72000	3.2782557e-10	1.1566522	2.5456087e-05	-0.0014789104	0.06769068	0.0005867875	0.0083125	624.0	379.7021977901459
36	2000.0	5.8545065	1.2155575	9.69687	1.9617995	5.813453	0.11031235	6.1210036	5.7132344	74000	-2.8312208e-10	1.0814981	2.8955059e-05	-0.0005619526	0.06539871	0.00048123102	0.006341309	624.0	390.1251218318939
37	2000.0	5.7978525	1.2369894	10.081906	2.0128438	5.834763	0.084258266	6.082022	5.7536893	76000	-2.8312208e-10	1.1261932	-2.828256e-05	-0.0002874136	0.06399064	0.00017809693	0.0009794922	624.0	400.9443383216858
38	2000.0	5.7888155	1.189948	9.612939	0.92801577	5.82628	0.101243466	6.1139913	5.7346044	78000	-1.5720726e-09	1.0573744	-2.8912642e-05	-0.0005147457	0.061488234	0.00033470773	0.00029345704	624.0	411.7713782787323
39	2000.0	5.7706175	1.1742773	9.362273	2.367973	5.7992754	0.08090369	6.0619593	5.7306886	80000	3.2782557e-10	1.0774674	-2.3867326e-05	0.00057673454	0.060702194	0.00025041561	4.785156e-05	624.0	422.52483773231506
40	2000.0	5.8540354	1.2534498	9.623532	2.1456006	5.817192	0.090197355	6.0911484	5.7346034	82000	-2.9802324e-11	1.1301762	-2.1749513e-05	0.0008119345	0.05945533	4.7295827e-05	0.00011816406	624.0	432.85750102996826
41	2000.0	5.8515716	1.2049856	10.462393	2.1508226	5.8042097	0.095346294	6.06505	5.705954	84000	-1.937151e-10	1.1060479	2.5332696e-05	-0.0006610155	0.0577073	0.0003177055	0.0028896485	624.0	443.2402493953705
42	2000.0	5.806756	1.2304144	9.431755	1.5414989	5.8334026	0.088130124	6.11443	5.749801	86000	4.4703485e-10	1.1212806	-1.3613761e-05	0.0004005432	0.05773565	9.997148e-05	0.00041064454	624.0	453.686026096344
43	2000.0	5.8117228	1.2139148	9.342281	2.1098464	5.844136	0.1041398	6.1431212	5.7403555	88000	-2.2724272e-10	1.0877677	-1.6908822e-05	-0.000756979	0.05565903	5.321842e-05	5.5664063e-05	624.0	464.49434423446655
44	2000.0	5.8332896	1.2078174	9.134079	1.9938709	5.80577	0.09683498	6.1074114	5.727544	90000	-2.9802324e-10	1.0933921	-7.6320175e-06	-0.00044035912	0.053935587	5.450149e-05	0.0	624.0	475.20882534980774
45	2000.0	5.9245844	1.200693	9.583182	1.9437526	5.8391376	0.08949632	6.1249404	5.7712317	92000	4.321337e-10	1.1037709	9.436533e-06	-0.0032855272	0.052811343	0.00039175592	0.004000488	624.0	485.4848005771637
46	2000.0	5.8068495	1.19459	9.000869	1.5859523	5.912797	0.07889247	6.166686	5.844138	94000	3.501773e-10	1.1002992	-4.8903303e-06	-0.005041003	0.05275759	0.0004013535	0.0034560547	624.0	495.94586873054504
47	2000.0	5.8336153	1.2307817	9.497891	1.7982959	5.850514	0.1065989	6.1574636	5.753041	96000	-8.940697e-10	1.1200756	-1.6071499e-06	-0.00083363056	0.05214768	0.0002550572	0.00014648438	624.0	506.70956325531006
48	2000.0	5.8674383	1.168067	9.927535	2.4870548	5.832588	0.09135781	6.1002135	5.748192	98000	-6.5565114e-10	1.0592932	-2.0041466e-06	-0.0010415316	0.05124455	0.00019194822	0.00012890625	624.0	517.156551361084
49	2000.0	5.8844566	1.1940048	9.169914	2.3044426	5.862205	0.10338422	6.1343374	5.7611475	100000	-2.0861626e-10	1.072864	4.641235e-06	0.00018298626	0.050462313	9.830467e-05	0.00057617185	624.0	527.8635654449463
50	2000.0	5.8048844	1.2104032	9.77811	1.5585873	5.902156	0.09909486	6.1936903	5.8196154	102000	6.0349703e-10	1.1489949	-1.789441e-05	-0.0026677847	0.049892314	0.00024368876	0.0010395508	624.0	538.2469575405121
51	2000.0	5.784669	1.1805754	9.821871	2.153307	5.855048	0.09720128	6.144785	5.766377	104000	-1.4901162e-11	1.0759344	-1.00602365e-05	-0.0021355152	0.04784527	3.3953263e-05	1.4648438e-06	624.0	549.0501480102539
52	2000.0	5.829415	1.2072775	10.944481	1.9605981	5.798013	0.09773446	6.101622	5.7111425	106000	-3.5762787e-10	1.1138434	1.8963696e-05	0.00027632713	0.047522448	0.00013320598	0.00085839845	624.0	559.8794877529144
53	2000.0	5.921658	1.1790097	9.406775	1.9681991	5.8270493	0.09640439	6.123956	5.7412853	108000	9.834766e-10	1.0716747	2.2838474e-05	-0.0021119118	0.047040854	0.00021011604	0.0012451172	624.0	570.6768443584442
54	2000.0	5.874694	1.2405914	9.898148	2.074092	5.916141	0.0898384	6.1896954	5.8366914	110000	5.5879357e-10	1.1179092	-6.6560438e-06	0.0015304089	0.045837097	0.00022516571	0.0010644532	624.0	581.3543267250061
55	2000.0	5.895339	1.2353357	9.809986	2.286869	5.9351254	0.10868801	6.2396655	5.8423724	112000	4.4703485e-10	1.1357304	-7.989169e-06	-0.00040125847	0.04462223	0.000106929	3.125e-05	624.0	591.7943472862244
56	2000.0	5.8278794	1.1901488	9.843521	2.0346591	5.912188	0.10840225	6.238331	5.8249288	114000	-2.9802324e-10	1.0974766	-5.949617e-06	-0.0015192032	0.044216596	0.00011306122	2.9785157e-05	624.0	602.4873025417328
57	2000.0	5.77138	1.2074224	9.617488	1.9434524	5.894403	0.09519	6.162928	5.80618	116000	4.1723253e-10	1.105764	-2.453308e-05	-0.0039281845	0.043068387	0.00022785942	0.00021972656	624.0	612.9145848751068
58	2000.0	5.8452215	1.2557917	9.668369	2.435751	5.8405747	0.08596292	6.100094	5.763418	118000	-3.5762787e-10	1.1284077	5.596477e-05	-5.0783157e-05	0.0420144	0.00040629102	0.0052617188	624.0	623.6770889759064
59	2000.0	5.824197	1.2023011	9.604685	1.9443201	5.834577	0.08745498	6.0973787	5.7628984	120000	-1.937151e-10	1.1218224	6.278485e-06	-0.00023913383	0.04085088	0.00012837411	0.0	624.0	633.9737153053284
60	2000.0	5.8842354	1.1892372	9.48613	1.5371494	5.8365164	0.096332155	6.113838	5.7521176	122000	-3.7252906e-11	1.0617396	3.091266e-05	-0.0016932487	0.041098125	0.00020941699	0.0014624023	624.0	644.2699739933014
61	2000.0	5.8112574	1.2555405	10.054961	2.4093416	5.887966	0.09546372	6.1703467	5.803808	124000	-3.5762787e-10	1.1362017	-7.2354084e-07	-0.0015239716	0.040752135	2.3700724e-05	3.125e-05	624.0	654.5535085201263
62	2000.0	5.814172	1.2336391	9.637336	2.3781767	5.8311734	0.10678996	6.156873	5.7394524	126000	1.8626452e-10	1.1104951	-1.6184635e-05	0.0006712675	0.039973058	0.00016942699	0.00095410156	624.0	664.9763820171356
63	2000.0	5.8763123	1.2181633	10.185855	2.201085	5.767032	0.10983573	6.0686436	5.6651263	128000	2.384186e-10	1.1137133	-7.1513355e-06	-0.004082322	0.03913142	0.00014503693	0.0010454102	624.0	675.7774214744568
64	2000.0	5.9301972	1.2267494	10.312914	2.4358625	5.807571	0.08809499	6.08937	5.7342124	130000	-5.960465e-10	1.1387675	1.3272912e-05	-0.0047752857	0.039247714	0.00017924907	0.00095703127	624.0	686.2147760391235
65	2000.0	5.879455	1.1849623	10.095024	2.0958188	5.886213	0.10297292	6.190018	5.795126	132000	1.2516976e-09	1.0891263	-1.7693342e-06	-4.1484833e-05	0.03872031	2.3142302e-05	1.0253906e-05	624.0	696.9939002990723
66	2000.0	5.8550863	1.1893646	9.2054615	2.4783168	5.894073	0.095844425	6.1569004	5.803222	134000	5.3644184e-10	1.0973992	1.2578696e-05	-0.0004234314	0.038216725	0.00012354602	0.0008198242	624.0	707.7047593593597
67	2000.0	5.8508906	1.20189	10.410273	1.6679498	5.887798	0.09443274	6.156192	5.8050013	136000	-7.003546e-10	1.099551	8.979785e-05	-0.00011229515	0.03727622	0.0005151146	0.009329102	624.0	718.1449518203735
68	2000.0	5.866288	1.2149981	10.270042	1.9743818	5.850264	0.10616522	6.142297	5.749749	138000	-5.960465e-11	1.1065029	2.6557149e-05	-0.00036633015	0.036239583	0.00037849243	0.006819824	624.0	728.9120807647705
69	2000.0	5.850376	1.2700474	9.963093	1.5026664	5.8277445	0.09682808	6.1192045	5.744195	140000	-1.0915101e-09	1.1542476	1.298409e-06	-5.698204e-05	0.035446193	0.00015813063	0.00045947265	624.0	739.3425891399384
70	2000.0	5.8103704	1.232712	9.852262	1.96082	5.831801	0.093607135	6.115451	5.7566757	142000	-9.536744e-10	1.1346364	-1.1480392e-05	0.000119805336	0.03472938	5.5659315e-05	2.0507812e-05	624.0	749.7795505523682
71	2000.0	5.852947	1.2602167	9.520807	1.9411784	5.8108487	0.088715956	6.0626664	5.7311387	144000	-4.4703485e-10	1.1476694	7.443228e-05	-7.748604e-06	0.033650365	0.00036009963	0.005819824	624.0	760.4346442222595
72	2000.0	5.850319	1.2144843	9.141204	2.4151049	5.8422375	0.08609737	6.0897164	5.7642035	146000	-5.960465e-11	1.1164523	-7.093132e-06	8.189678e-05	0.032914415	1.1772473e-05	6.3476564e-06	624.0	770.7620511054993
73	2000.0	5.812105	1.1855153	9.363714	1.7965893	5.849584	0.09141232	6.124423	5.7727704	148000	6.705523e-10	1.0774608	-2.0028504e-06	-0.0003632307	0.032291505	0.000113078255	0.00036279295	624.0	781.5570302009583
74	2000.0	5.863217	1.1891696	9.653728	2.0735912	5.8406525	0.08320761	6.0847807	5.760241	150000	1.4454127e-09	1.0587617	7.7643995e-07	-0.00010967255	0.031407136	8.3723666e-05	1.2695313e-05	624.0	792.3871827125549
75	2000.0	5.8463182	1.2610672	9.762944	1.8535047	5.8391104	0.10059156	6.135092	5.7486615	152000	2.0116568e-10	1.1368631	-1.2829393e-05	0.001396656	0.03115569	2.0659536e-05	6.347656e-05	624.0	803.159707069397
76	2000.0	5.900125	1.1613756	9.967357	2.5352747	5.898276	0.08966607	6.1478415	5.81869	154000	5.066395e-10	1.1095588	2.9081705e-06	0.0007008314	0.030484462	1.0022293e-05	6.0546874e-05	624.0	813.5541713237762
77	2000.0	5.87459	1.2234348	9.948349	2.2743936	5.935097	0.07560317	6.166507	5.8669763	156000	2.9802324e-11	1.1140556	-2.1768183e-05	-0.00087189674	0.030261599	8.078129e-05	0.0	624.0	824.2753040790558
78	2000.0	5.8632164	1.2468151	9.728838	2.2663922	5.9132533	0.09887496	6.2000184	5.8340616	158000	3.2782557e-10	1.1174142	-2.1858814e-06	-0.00065493584	0.030237272	0.00014432009	4.8339843e-05	624.0	834.6428081989288
79	2000.0	5.8646307	1.285433	10.608761	1.6355516	5.861048	0.10295062	6.1369143	5.761985	160000	1.7881394e-10	1.1667342	2.5065588e-05	-0.0005322695	0.02957374	0.00028116247	0.005355469	624.0	845.0075919628143
80	2000.0	5.911089	1.1715819	9.566824	2.662522	5.8624935	0.110993706	6.179559	5.768037	162000	-7.748604e-10	1.0879952	5.9290533e-06	7.271767e-05	0.02909413	0.00013038272	0.00020605468	624.0	855.4048039913177
81	2000.0	5.841525	1.1919212	9.622023	1.9079536	5.922371	0.09302161	6.1964912	5.8379765	164000	5.2154064e-10	1.0582659	-1.9869954e-07	-0.0021309853	0.028554263	5.2128118e-05	0.00014111328	624.0	865.8153870105743
82	2000.0	5.830083	1.1723362	10.578534	1.9512528	5.8710003	0.08868008	6.1366243	5.7916107	166000	1.7881394e-10	1.0310338	2.9615464e-06	-0.0009826422	0.028294824	0.00013841507	4.882813e-07	624.0	876.4828176498413
83	2000.0	5.888608	1.1591042	9.658011	1.9473596	5.844263	0.09521997	6.13488	5.7674036	168000	4.4703485e-10	1.063526	8.82776e-05	-0.00012302399	0.028252956	0.00037010986	0.0065854494	624.0	886.8025002479553
84	2000.0	5.8909163	1.2190527	10.0236635	1.5173856	5.842943	0.09160127	6.1187897	5.7582026	170000	-3.2782557e-10	1.1147642	3.5883488e-06	-0.0012357235	0.02771001	9.594164e-05	0.0008388672	624.0	897.1955041885376
85	2000.0	5.868532	1.1536766	10.068195	2.167454	5.8907433	0.101326	6.198682	5.799547	172000	-5.6624416e-10	1.056919	1.102087e-05	-0.00081956387	0.027145805	4.571208e-05	0.00035400392	624.0	907.6829636096954
86	2000.0	5.8078184	1.2443666	10.526764	1.9510027	5.8414683	0.085246675	6.1068864	5.7732615	174000	-5.811453e-10	1.1237818	2.0542442e-05	-0.0011897087	0.026704302	0.00024282823	0.0020351564	624.0	918.4553771018982
87	2000.0	5.871107	1.1978054	9.854849	1.6547759	5.8151865	0.09242837	6.094098	5.731736	176000	-3.2782557e-10	1.1152841	-3.9418937e-06	-0.0015400648	0.02657309	7.4689604e-05	3.7597656e-05	624.0	928.773138999939
88	2000.0	5.840122	1.1835341	11.000642	1.8488581	5.843327	0.085204616	6.0894017	5.760808	178000	-1.654029e-09	1.0959351	1.1778974e-05	0.00053083897	0.026197195	0.0001897581	0.0012456055	624.0	939.0283377170563
89	2000.0	5.894953	1.1808133	9.6214695	2.007373	5.811525	0.112571	6.1371737	5.7195454	180000	4.321337e-10	1.0653943	8.696449e-05	-0.00021278858	0.025831213	9.727913e-05	0.0016191406	624.0	949.3805940151215
90	2000.0	5.907206	1.2244815	9.44129	1.9756948	5.8823204	0.100090005	6.183139	5.796256	182000	4.6193602e-10	1.12767	6.3416504e-05	-0.0007532835	0.025173673	0.00031234193	0.005772949	624.0	960.1043965816498
91	2000.0	5.876793	1.2169971	9.579919	2.0987854	5.902183	0.09700895	6.177124	5.81366	184000	-1.6391279e-10	1.126194	2.4021865e-06	0.0019402504	0.024736987	9.423377e-05	9.277343e-06	624.0	970.466385602951
92	2000.0	5.876362	1.222773	9.118736	1.8772233	5.848139	0.09227151	6.1241546	5.769068	186000	-7.5995926e-10	1.1258467	6.653081e-05	0.00079250336	0.024540562	0.00020892393	0.0019624024	624.0	980.8527271747589
93	2000.0	5.8462367	1.2503955	9.687651	2.003384	5.8325286	0.081022166	6.0724406	5.75481	188000	-8.642674e-10	1.1362659	-5.1991046e-06	-0.00027525425	0.024246879	1.8108614e-05	1.953125e-05	624.0	991.2733612060547
94	2000.0	5.8571534	1.1858292	9.414703	2.612434	5.826214	0.10790679	6.137645	5.728938	190000	1.6205014e-10	1.0797896	2.4351297e-05	0.000518322	0.02363271	0.00027822494	0.0045444337	624.0	1001.968433380127
95	2000.0	5.814703	1.1756114	9.363112	2.308797	5.82108	0.108309016	6.139438	5.7241554	192000	8.568168e-10	1.0780399	2.2664719e-05	-2.1457672e-06	0.023011664	0.00010409894	0.0007016602	624.0	1012.3358490467072
96	2000.0	5.849316	1.2036719	9.67581	2.0289862	5.7775865	0.100012004	6.0823	5.690199	194000	5.960465e-11	1.1025127	2.014965e-06	-0.0012267828	0.02300133	3.0435724e-05	4.882813e-07	624.0	1022.7911307811737
97	2000.0	5.839179	1.2154363	9.96008	2.014037	5.804308	0.085403636	6.063223	5.723737	196000	8.3446505e-10	1.125452	2.4319985e-05	0.0013959408	0.023265187	0.00015392179	0.000984375	624.0	1033.5729084014893
98	2000.0	5.834719	1.2080938	9.155307	2.441306	5.7684865	0.10007462	6.059714	5.681411	198000	7.003546e-10	1.0903795	-1.0625869e-05	-0.0024912357	0.022687541	5.9297243e-05	0.0003569336	624.0	1043.976711988449
99	2000.0	5.8608747	1.180227	10.561693	1.8249564	5.8334837	0.08846467	6.106885	5.7481484	200000	-8.940697e-11	1.0935473	3.8570884e-05	0.00030243397	0.021888372	8.7092376e-05	0.0011303711	624.0	1054.6777486801147
100	2000.0	5.8824935	1.1651726	10.03229	1.9974586	5.872902	0.09471284	6.1582246	5.7908235	202000	-5.6624416e-10	1.0573173	4.453466e-05	0.00056886673	0.021302165	0.00027174398	0.004300781	624.0	1064.9988014698029
101	2000.0	5.894551	1.2228736	9.603521	2.663384	5.896652	0.08404227	6.1585145	5.8247533	204000	-6.5565114e-10	1.1478025	0.0002229237	0.0014588833	0.020977043	0.00022222908	0.0021245116	624.0	1075.5154576301575
102	2000.0	5.8555593	1.2695334	10.21361	1.9777347	5.9351177	0.0929312	6.196658	5.8554974	206000	7.1525574e-10	1.1434442	3.242418e-05	-0.003021121	0.020966178	9.444122e-05	0.0010029296	624.0	1086.2799773216248
103	2000.0	5.8262324	1.2040097	10.231469	2.5203986	5.898609	0.10525476	6.2154484	5.8118005	208000	-1.7881394e-10	1.1020005	3.6550882e-05	-0.0018545389	0.020568375	4.6327823e-05	0.0007734375	624.0	1096.7374019622803
104	2000.0	5.938569	1.1678463	10.233304	1.9208926	5.8635054	0.10576132	6.1663427	5.7689056	210000	-2.5331975e-10	1.0549048	0.00014040439	-0.0019305944	0.020042252	0.00010623533	0.001644043	624.0	1107.4570837020874
105	2000.0	5.840656	1.2546666	9.84493	1.5555091	5.8977427	0.08801741	6.170291	5.825414	212000	3.5762787e-10	1.1460794	-1.813832e-05	0.00024962425	0.019639993	5.636488e-05	2.1972657e-05	624.0	1117.852335691452
106	2000.0	5.887986	1.2548381	10.48499	1.4152229	5.9061236	0.10699061	6.2308774	5.8115635	214000	-6.5565114e-10	1.1395841	0.00017987876	0.0002105236	0.019509157	0.00039131715	0.007324707	624.0	1128.586811542511
107	2000.0	5.934104	1.2321302	9.960556	1.9677534	5.90181	0.105065085	6.1853395	5.80354	216000	2.421439e-10	1.1125566	8.306498e-06	-0.0014913082	0.01931373	4.5071687e-05	0.00033740234	624.0	1138.9609189033508
108	2000.0	5.801526	1.155724	10.009241	1.9747003	5.9418125	0.097075604	6.21945	5.858769	218000	4.768372e-10	1.0414734	1.0184527e-05	-0.004881382	0.019114215	0.00016158601	0.002133789	624.0	1149.337586402893
109	2000.0	5.8321075	1.1950035	9.761306	2.3596406	5.8927064	0.10079295	6.190777	5.8057113	220000	-2.9802324e-10	1.1065128	-6.980658e-06	-0.0003950596	0.018815625	8.484658e-05	0.00035888673	624.0	1159.7657833099365
110	2000.0	5.9201555	1.2403778	9.532182	2.001786	5.8827434	0.084329724	6.1241946	5.803013	222000	4.768372e-10	1.1203779	1.7952681e-05	-0.00044822693	0.018298952	5.706326e-05	0.0006303711	624.0	1170.5575337409973
111	2000.0	5.937507	1.2077059	9.899072	2.4704006	5.9085355	0.10258576	6.2056556	5.8219485	224000	7.3015693e-10	1.0930064	-8.909032e-07	-0.0003426075	0.01808725	5.9899135e-06	0.0	624.0	1181.3035123348236
112	2000.0	5.8947916	1.2348359	9.357749	1.441413	5.926115	0.08794628	6.1933784	5.8533916	226000	2.384186e-10	1.1412088	-6.6158477e-06	-0.0012694597	0.017759012	5.538811e-05	7.861328e-05	624.0	1191.7654252052307
113	2000.0	5.894949	1.1875771	10.273606	1.6598154	5.8918753	0.101473786	6.1866026	5.802291	228000	5.6624416e-10	1.1147197	-5.485043e-06	-9.942055e-05	0.017446099	3.4869936e-05	0.0	624.0	1202.5862035751343
114	2000.0	5.8260965	1.1980431	9.947805	1.9149472	5.8983903	0.08468394	6.144837	5.822724	230000	5.3644184e-10	1.067507	7.1081966e-05	-0.0010744333	0.017282818	9.447051e-05	0.0010766601	624.0	1213.278349161148
