arch,N,delay,AvgRet,StdRet,seed
ds,16,40,0.7510234117507935,0.04168032854795456,2
ds,16,40,0.7287518978118896,0.05017991364002228,3
ds,16,40,0.7098464965820312,0.04891246184706688,4
ds,16,45,0.701645016670227,0.03784482181072235,0
ds,16,45,0.4482672214508057,0.050798602402210236,1
ds,16,45,0.7115272283554077,0.04607846587896347,2
ds,16,45,0.1445123702287674,0.017543094232678413,3
ds,16,45,0.701863169670105,0.03660255298018456,4
ds,16,50,0.4811526834964752,0.04974625632166863,0
ds,16,50,0.6739442944526672,0.044580020010471344,1
ds,16,50,0.6639094352722168,0.04114928469061852,2
ds,16,50,0.5473027229309082,0.04618154466152191,3
ds,16,50,0.5199091434478761,0.0468103252351284,4
ds,32,5,1.0147788524627686,0.028734195977449417,0
ds,32,5,1.024319052696228,0.02798299118876457,1
ds,32,5,1.0172526836395264,0.02737481892108917,2
ds,32,5,1.012251615524292,0.030503764748573307,3
ds,32,5,1.0097978115081787,0.027393463999032967,4
ds,32,10,0.8707152605056763,0.031602144241333015,0
ds,32,10,0.8988966345787048,0.029342357069253918,1
ds,32,10,0.89268958568573,0.03867127001285553,2
ds,32,10,0.8762668967247009,0.04244978353381157,3
ds,32,10,0.8745869994163513,0.027983743697404858,4
ds,32,15,0.8490818738937378,0.02957310900092125,0
ds,32,15,0.8547479510307312,0.03177514672279358,1
ds,32,15,0.8591875433921814,0.0361478216946125,2
ds,32,15,0.8325799703598022,0.03783708810806274,3
ds,32,15,0.8147016167640686,0.034433208405971534,4
ds,32,20,0.8163733482360841,0.04484803229570389,0
ds,32,20,0.8427147865295409,0.030734326690435413,1
ds,32,20,0.873907208442688,0.029637804254889488,2
ds,32,20,0.8592603206634521,0.02932924404740334,3
ds,32,20,0.7648540735244751,0.036154836416244514,4
ds,32,25,0.7596507072448729,0.03175805136561394,0
ds,32,25,0.851009726524353,0.026524648070335388,1
ds,32,25,0.8382565975189209,0.03493596985936165,2
ds,32,25,0.000167984442668967,0.0009732709149830043,3
ds,32,25,0.8314761519432068,0.03499353677034378,4
ds,32,30,0.6713086366653442,0.04301239922642708,0
ds,32,30,0.6579880714416504,0.03256160393357277,1
ds,32,30,0.6964179277420044,0.0363486111164093,2
ds,32,30,0.8257442116737366,0.03210704401135445,3
ds,32,30,0.8065111637115479,0.027479887008666992,4
ds,32,35,0.6833417415618896,0.02529677376151085,0
ds,32,35,0.7786674499511719,0.02992543764412403,1
ds,32,35,0.6446413993835449,0.032244905829429626,2
ds,32,35,0.5141395330429077,0.0319262258708477,3
ds,32,35,0.6952956914901733,0.0294753760099411,4
ds,32,40,0.4282856285572052,0.032165780663490295,0
ds,32,40,0.6424317359924316,0.03420841693878174,1
ds,32,40,0.5780032873153687,0.03025539591908455,2
ds,32,40,0.7635670304298401,0.03734558075666428,3
ds,32,40,0.7272779941558838,0.03219981864094733,4
ds,32,45,0.714070200920105,0.028480861335992813,0
ds,32,45,0.6546812057495117,0.0235049519687891,1
ds,32,45,0.4493844509124756,0.03717705234885217,2
ds,32,45,0.3225556015968323,0.03360223025083542,3
ds,32,45,0.6912332773208618,0.02759966254234314,4
ds,32,50,0.29495474696159363,0.027246009558439255,0
ds,32,50,-0.002488176105543971,0.03096012771129608,1
ds,32,50,0.014441281557083132,0.00656196940690279,2
ds,32,50,0.4797653555870056,0.028952606022357937,3
ds,32,50,0.6297953128814697,0.025016004219651226,4
